item_id,Filename,translation
Pod_1352,Vinnytsia_Winter_55_Pane hospodar,"Master,
Rise from your bed.
Glorious are you,
More glorious is Christ
In heaven.
Rise from your bed,
Open the doors.
Glorious are you,
More glorious is Christ
In heaven.
Three friends
Have come to you.
Glorious are you,
More glorious is Christ
In heaven.
First friend,
What will you boast of?
Glorious are you,
More glorious is Christ
In heaven.
First friend
Is the bright sun.
Glorious are you,
More glorious is Christ
In heaven.
Second friend
Is the bright moon.
Glorious are you,
More glorious is Christ
In heaven.
Oh, how I will rise
Early on Sunday.
Glorious are you,
More glorious is Christ
In heaven.
The churches and temples
Will rejoice.
Glorious are you,
More glorious is Christ
In heaven.
Churches, temples,
Thrones in the churches.
Glorious are you,
More glorious is Christ
In heaven.
Second friend
Is the bright sun.
Glorious are you,
More glorious is Christ
In heaven.
Third friend
Is the fine rain.
Glorious are you,
More glorious is Christ
In heaven.
Oh, how I will go
Three times in May,
Glorious are you,
More glorious is Christ
In heaven.
Rye and wheat
Will rejoice.
Glorious are you,
More glorious is Christ
In heaven.
Rye, wheat,
And all the pastures.
Glorious are you,
More glorious is Christ
In heaven."
Pod_1353,Vinnytsia_Winter_56v_Dobryi vechir tobi,"Good evening to you,  
Master of the house,  
Rejoice...  
Oh, rejoice, earth,  
The Son of God is born.  
Cover the tables  
With all carpets.  
Rejoice...  
Oh, rejoice, earth,  
The Son of God is born.  
And bake loaves  
From spring wheat.  
Rejoice...  
Oh, rejoice, earth,  
The Son of God is born.  
For three holidays  
Have come to visit you.  
Rejoice...  
Oh, rejoice, earth,  
The Son of God is born.  
The first holiday is  
The Nativity of Christ.  
Rejoice...  
Oh, rejoice, earth,  
The Son of God is born.  
The second holiday is  
Saint Basil's Day.  
Rejoice...  
Oh, rejoice, earth,  
The Son of God is born.  
The third holiday is  
Holy Epiphany.  
Rejoice...  
Oh, rejoice, earth,  
The Son of God is born.  
And the Holy Nativity  
Has brought us joy.  
Rejoice...  
Oh, rejoice, earth,  
The Son of God is born.  
And Saint Basil  
Will sow the rye.  
Rejoice...  
Oh, rejoice, earth,  
The Son of God is born.  
Holy Epiphany  
Will reap the water.  
Rejoice...  
Oh, rejoice, earth,  
The Son of God is born.  
Good evening!"
Pod_1354,Vinnytsia_Winter_56_Dobryi vechir tobi,"1. Good evening to you,  
Master of the house,  
Rejoice...  
Oh, rejoice, earth,  
The Son of God is born.*  
2. Cover the tables  
With carpets.  
3. And bake loaves  
From spring wheat.  
4. For three holidays  
Have come to visit you.  
5. The first holiday is –  
The Nativity of Christ.  
6. The second holiday is  
Saint Basil’s Day.  
7. The third holiday is –  
Holy Epiphany.  
8. And holy Nativity  
Brought us joy.  
9. And Saint Basil  
Will sow the rye.  
10. Holy Epiphany,  
Will bless the water.  
Good evening!"
Pod_1355,Vinnytsia_Winter_57_Pany hospodariu,"Lords of the household,  
Rise up, don’t lie down,  
Glory to the warriors  
In the heavens.  
Sort the bull  
Into four plowshares,  
Glory to the warriors  
In the heavens.  
That they may learn  
To work for bread.  
Glory to the warriors  
In the heavens.  

Lords of the household,  
Rise up, don’t lie down,  
Glory to the warriors  
In the heavens.  
Sort the horses  
Into four plowshares,  
Glory to the warriors  
In the heavens.  
That they may learn  
To work for bread.  
Glory to the warriors  
In the heavens.  

Lords of the household,  
Rise up, don’t lie down,  
Glory to the warriors  
In the heavens.  
Sort the foal  
Into four plowshares,  
Glory to the warriors  
In the heavens.  
That they may learn  
To work for bread.  
Glory to the warriors  
In the heavens.  

Lords of the household,  
Rise up, don’t lie down,  
Glory to the warriors  
In the heavens.  
Sort the sheep  
Into three bundles,  
Glory to the warriors  
In the heavens.  
So that the lambs may grow up  
And give birth.  
Glory to the warriors  
In the heavens.  

Lords of the household,  
Rise up, don’t lie down,  
Glory to the warriors  
In the heavens.  
Sort the bees,  
So that they swarm,  
Glory to the warriors  
In the heavens.  
So that they swarm,  
And make honey.  
Glory to the warriors  
In the heavens."
Pod_1356,"Vinnytsia_Winter_58_Hoi, dai, Boizhe","Oh, God, grant,
Oh early, early
The hens began to crow.
Oh, God, grant,
The hens began to crow,
Mr. Ivan got up.
Oh, God, grant,
Mr. Ivan got up,
Lit three candles.
Oh, God, grant,
By the first candle
He washed his face,
Oh, God, grant,
By the second candle
He saddled the horse,
Oh, God, grant,
He saddled the horse,
Rode around the whole field.
Oh, God, grant,
From these words
Be healthy."
Pod_1357,Vinnytsia_Winter_59_Oi v chystim poli,"Oh, in the open field  
Walk the little plow.  
Kalyna...  
Little Kalyna,  
Why didn’t the water  
Take you away?  
Kalyna...  
Little Kalyna,  
Why didn’t the water  
Take you away?  
And behind that little plow  
Are twelve oxen.  
Kalyna...  
Little Kalyna,  
Why didn’t the water  
Take you away?  
Kalyna...  
Little Kalyna,  
Why didn’t the water  
Take you away?  
And those oxen  
Have golden horns.  
Kalyna...  
Little Kalyna,  
Why didn’t the water  
Take you away?  
Kalyna...  
Little Kalyna,  
Why didn’t the water  
Take you away?  
And behind that plow  
Walks the Lord himself.  
Kalyna...  
Little Kalyna,  
Why didn’t the water  
Take you away?  
Kalyna...  
Little Kalyna,  
Why didn’t the water  
Take you away?  
And Saint Petryk  
Drives the oxen.  
Kalyna...  
Little Kalyna,  
Why didn’t the water  
Take you away?  
Kalyna...  
Little Kalyna,  
Why didn’t the water  
Take you away?  
The Most Holy Virgin  
Carried food.  
Kalyna...  
Little Kalyna,  
Why didn’t the water  
Take you away?  
Kalyna...  
Little Kalyna,  
Why didn’t the water  
Take you away?  
She carried food,  
Prayed to God:  
Kalyna...  
Little Kalyna,  
Why didn’t the water  
Take you away?  
Kalyna...  
Little Kalyna,  
Why didn’t the water  
Take you away?  
Oh, fools of God,  
Rye and wheat.  
Kalyna...  
Little Kalyna,  
Why didn’t the water  
Take you away?  
Kalyna...  
Little Kalyna,  
Why didn’t the water  
Take you away?  
Rye and wheat,  
And every grain.  
Kalyna...  
Little Kalyna,  
Why didn’t the water  
Take you away?  
Kalyna...  
Little Kalyna,  
Why didn’t the water  
Take you away?  
I’ll sow a handful,  
But reap a bushel.  
Kalyna...  
Little Kalyna,  
Why didn’t the water  
Take you away?  
Kalyna...  
Little Kalyna,  
Why didn’t the water  
Take you away?"
Pod_1358,Vinnytsia_Winter_60_Pid dubynoiu,"Under the oak tree,  
Under the green one.  
Oh, God grant!  
Under the oak tree,  
Under the green one.  
Oh, God grant!  
There burned a plow  
With seven oxen.  
Oh, God grant!  
There burned a plow  
With seven oxen.  
Oh, God grant!  
And behind that plow  
Was Vasyl with his father.  
Oh, God grant!  
And behind that plow  
Was Vasyl with his father.  
Oh, God grant!  
His father came to him:  
Oh, God grant!  
His father came to him:  
Oh, God grant!  
“Oh burn, my son,  
The even field.  
Oh, God grant!  
“Oh burn, my son,  
The even field.  
Oh, God grant!  
We will sow  
Rye, wheat.  
Oh, God grant!  
We will sow  
Rye, wheat.  
Oh, God grant!  
Rye, wheat,  
All kinds of grain.  
Oh, God grant!  
Rye, wheat,  
All kinds of grain.  
Oh, God grant!  
From these words  
Be healthy.  
Oh, God grant!  
From these words  
Be healthy.  
Oh, God grant!  
Be healthy during these holidays.  
Oh, God grant!  
Be healthy during these holidays.  
Oh, God grant!  
Be healthy during the second holidays.  
Oh, God grant!  
Be healthy during the second holidays.  
Oh, God grant!  
Good evening!"
Pod_1359,Vinnytsia_Winter_61_Batko u viisko,"Father was sending his son to the army.  
Oh God,  
Sending his son,  
And gave him instructions:  
Oh God!  
“Do not ride ahead of the army, son.  
Oh God!  
Do not ride behind the army, son.  
Oh God!  
But ride, son, in the middle.  
Oh God!  
Ahead rides  
The one who asks questions.  
Oh God!  
Behind rides  
The one who is afraid.  
Oh God!  
In the middle rides  
A good young man.  
Oh God!  

The army was returning from the campaign,  
Oh God!  
Father came out  
To greet the army,  
Oh God!  
To greet the army,  
To meet his son.  
Oh God!  

But the son did not listen to his father,  
Oh God!  
His son rides  
Ahead of the army,  
Oh God!  
In his hands was  
The colonel’s mace.  
Oh God!  

From this word,  
Be healthy,  
Oh God!  
Kind young man,  
Ivan, young fellow.  
Oh God!  

Having waited for these holidays,  
Be healthy!  
Oh God!  

Oh, celebrate, celebrate,  
And do not grieve.  
Oh God!  

And in the town,  
Fragrant herbs,  
Oh God!  
You will ask us  
To a wedding.  
Oh God!  

Good evening!"
Pod_1360,"Vinnytsia_Winter_62_Hoi, dai, Boizhe","Hey, give, God,  
Oh, is there at home  
A sinful young man?  
Hey, give, God,  
A sinful young man,  
That Vasyl lad?  
Hey, give, God,  
Oh, he is not at home,  
He went to the tsar.  
Hey, give, God,  
He went to the tsar  
To choose a horse.  
Hey, give, God,  
To choose a horse  
With a golden mane.  
Hey, give, God,  
With a golden mane,  
Silver hooves.  
Hey, give, God,  
Silver hooves,  
Eyes like blackthorn.  
Hey, give, God,  
Eyes like blackthorn,  
Ears like leaves.  
Hey, give, God,  
Ears like leaves,  
A silk tail.  
Hey, give, God,  
The golden mane  
Covered his chest,  
Hey, give, God,  
Silver hooves  
Break the stone,  
Hey, give, God,  
Blackthorn eyes  
See far,  
Hey, give, God,  
Leaf-like ears  
Hear well,  
Hey, give, God,  
Silky tail  
Cover the trail.  
Hey, give, God,  
When Vasyl sat down,  
He stuck fast.  
Hey, give, God,  
When he sat on the horse a second time,  
He flew into the kingdom.  
Hey, give, God,  
Into Turkish land  
For a swift war,  
Hey, give, God,  
To fight  
For Russian power.  
Hey, give, God,  
From this word  
Be healthy,  
Hey, give, God,  
With all of us  
Carolers."
Pod_1361,"Vinnytsia_Winter_63_Oi hordyi, pyshnyi","Oh, proud, splendid
Brave young man.
And may God grant.
Brave young man,
Vasyl boy,
And may God grant.
That out of pride
You begin.
And may God grant.
You begin,
Playing with a horse.
And may God grant.
Playing with a horse,
Gathering an army.
And may God grant.
Once you have gathered the army,
The earth is heavy.
And may God grant.
And you drove it
Through the grove-Danube.
And may God grant.
Through the grove-Danube,
Like a wildfire.
And may God grant.
And the wildfire
Burned its legs.
And may God grant.
Silver hooves
Break the stone,
And may God grant.
Silk tails
Sweep the trail.
And may God grant.
Golden mane
Covers the neck.
And may God grant.
From these words
Be alive and well.
And may God grant.
And be well,
Brave young man.
And may God grant.
Brave young man,
Vasyl boy.
And may God grant.
We crown you
With these holidays,
And may God grant.
With these holidays,
Holy Christmas.
And may God grant.
Holy Christmas,
Peace and calm.
And may God grant.
Peace and calm,
Happiness and health.
And may God grant."
Pod_1362,"Vinnytsia_Winter_64_Oi v lisku, v lisku","Oh, in the forest, in the forest,  
On the yellow sand.  
Oh, God, grant!  
There Vasyl walked,  
Led his little horse.  
Oh, God, grant!  
Led his little horse,  
Spoke to him:  
Oh, God, grant!  
Oh, my little horse,  
I will sell you.  
Oh, God, grant!  
I will sell you  
To a foreign land.  
Oh, God, grant!  
To a foreign land  
For a low price.  
Oh, God, grant!"
Pod_1363,Vinnytsia_Winter_65_Oi kolo vorit,"Oh, by the gate
The viburnum stands,
Oh, God, grant!
Oh, by the gate
The viburnum stands,
Oh, God, grant!
Under the viburnum
Lord Vasyl walked.
Oh, God, grant!
Under the viburnum
Lord Vasyl walked.
Oh, God, grant!
Lord Vasyl walked,
Leading a horse.
Oh, God, grant!
Lord Vasyl walked,
Leading a horse.
Oh, God, grant!
Leading a horse,
Speaking to the horse:
Oh, God, grant!
Leading a horse,
Speaking to the horse:
Oh, God, grant!
Oh horse, horse,
I will sell you.
Oh, God, grant!
Oh horse, horse,
I will sell you.
Oh, God, grant!
I will sell you
For one hundred chervonets.
Oh, God, grant!
I will sell you
For one hundred chervonets.
Oh, God, grant!
For one hundred chervonets,
For a bottle of wine.
Oh, God, grant!
For one hundred chervonets,
For a bottle of wine.
Oh, God, grant!
For a bottle of wine,
For a piece of cloth.
Oh, God, grant!
For a bottle of wine,
For a piece of cloth.
Oh, God, grant!
With these words,
Be healthy.
Oh, God, grant!
With these words,
Be healthy.
Oh, God, grant!
We ask God
For luck and health.
Oh, God, grant!
We ask God
For luck and health.
Oh, God, grant!"
Pod_1364,Vinnytsia_Winter_66_Oi pid verboiu,"Oh, under the willow,  
Under the green one.  
Oh, God grant!  
Oh, there is Vityunia  
Grazing a horse,  
Oh, God grant!  
Grazing a horse,  
Playing the flute,  
Oh, God grant!  
Playing the flute,  
Singing songs.  
Oh, God grant!  
His mother came to him:  
Oh, God grant!  
Who taught you, Vityunia,  
These songs?  
Oh, God grant!  
Three girls loved me.  
Oh, God grant!  
One loved me,  
Taught me songs.  
Oh, God grant!  
The second loved me,  
Bought me a flute.  
Oh, God grant!  
The third loved me,  
Bought me a horse.  
Oh, God grant!  
And that horse  
Has a golden mane,  
Oh, God grant!  
The golden mane  
Covered the chest.  
Oh, God grant!  
Silver hooves  
Break stones,  
Oh, God grant!  
Silk tails  
Cover the tracks.  
Oh, God grant!  
Good evening!"
Pod_1365,Vinnytsia_Winter_67_Oi za horoiu,"Oh, beyond the mountain,  
Beyond the rocky one.  
Grant him...  
Grant him, God,  
Happiness, health  
In his home.  
Oh, there stood  
A golden bed.  
Grant him...  
Grant him, God,  
Happiness, health  
In his home.  
And in that bed  
Lies a noble lord.  
Grant him...  
Grant him, God,  
Happiness, health  
In his home.  
And beside him  
Servants walk.  
Grant him...  
Grant him, God,  
Happiness, health  
In his home.  
The servants walk,  
Wearing caps.  
Grant him...  
Grant him, God,  
Happiness, health  
In his home.  
They wear caps,  
Asking nicely:  
Grant him...  
Grant him, God,  
Happiness, health  
In his home.  
Let us go, sir,  
To a foreign land.  
Grant him...  
Grant him, God,  
Happiness, health  
In his home.  
To a foreign land,  
We will work hard.  
Grant him...  
Grant him, God,  
Happiness, health  
In his home.  
We will work hard  
Hills, valleys.  
Grant him...  
Grant him, God,  
Happiness, health  
In his home.  
We will sow  
Rye and wheat.  
Grant him...  
Grant him, God,  
Happiness, health  
In his home.  
But rye and wheat  
Did not grow well.  
Grant him...  
Grant him, God,  
Happiness, health  
In his home.  
Only grew  
Copper stalks.  
Grant him...  
Grant him, God,  
Happiness, health  
In his home.  
Copper stalks,  
And silver ears.  
Grant him...  
Grant him, God,  
Happiness, health  
In his home.  
And silver ears,  
Golden grain.  
Grant him...  
Grant him, God,  
Happiness, health  
In his home.  
Copper stalks  
Are for dear father,  
Grant him...  
Grant him, God,  
Happiness, health  
In his home.  
And silver ears  
Are for dear mother,  
Grant him...  
Grant him, God,  
Happiness, health  
In his home.  
Golden grain  
Is for the beloved one.  
Grant him...  
Grant him, God,  
Happiness, health  
In his home."
Pod_1366,"Vinnytsia_Winter_68_Hoi, dai, Boizhe","Hey, give, God,  
Let us unite, brothers,  
With gold.  
Hey, give, God,  
With gold,  
With red gold.  
Hey, give, God,  
And we will buy ourselves  
A golden boat.  
Hey, give, God,  
A golden boat,  
Silver oars.  
Hey, give, God,  
And we will go  
Along the Danube.  
Hey, give, God,  
Along the Danube,  
By the steep shore.  
Hey, give, God,  
There we met  
A good master.  
Hey, give, God,  
A good master,  
Master Ivan."
Pod_1367,"Vinnytsia_Winter_69_Hoi, dai, Boizhe","Hey, give, God,  
Oh, from the valley, from the valley  
The breeze was blowing.  
Hey, give, God,  
The breeze was blowing,  
The Danube was drying up.  
Hey, give, God,  
The Danube was drying up,  
It was overgrown with grass.  
Hey, give, God,  
With grass and reeds  
In thirty-nine horns.  
Hey, give, God,  
Thirty-nine horns,  
And the tenth one gilded.  
Hey, give, God,  
It was guarded  
By a sinful maiden,  
Hey, give, God,  
The sinful maiden  
On the soft Marfa.  
Hey, give, God,  
She guarded it,  
Sewed a collar  
Hey, give, God,  
For her beloved  
The dark-browed one.  
Hey, give, God,  
On the beams  
Oxen, deer.  
Hey, give, God,  
On the collars  
Gray pigeons.  
Hey, give, God,  
On the sleeves  
Holy angels.  
Hey, give, God,  
Oxen, deer  
Only do not speak.  
Hey, give, God,  
Gray pigeons  
Only fly.  
Hey, give, God,  
Holy angels  
Only do not sing.  
Hey, give, God,  
From these words  
Be healthy.  
Hey, give, God,  
With all of us,  
Carolers!  
Good evening!"
Pod_1368,Vinnytsia_Winter_70_V nashoho datka,"At our father’s place  
There is a pine in the yard,  
Matchmaking evening,  
There is a pine in the yard  
Covered with gold,  
Matchmaking evening.  
And he has a daughter,  
Like a young lady,  
Matchmaking evening.  
And he has a daughter,  
Like a young lady,  
Matchmaking evening.  
They walk around the yard,  
Like the moon is setting,  
Matchmaking evening.  
They walk around the yard,  
Like the moon is setting,  
Matchmaking evening.  
She entered the light,  
Like the dawn has risen,  
Matchmaking evening.  
She entered the light,  
Like the dawn has risen,  
Matchmaking evening.  
Gentlemen sit  
By the tables,  
Matchmaking evening.  
Gentlemen sit  
By the tables,  
Matchmaking evening.  
They read books,  
They ask her:  
Matchmaking evening.  
Are you a daughter?  
Are you a tsarina?  
Are you a priest’s wife?  
Matchmaking evening.  
I am not a tsarina,  
I am my father’s daughter,  
Matchmaking evening.  
My father’s daughter,  
Like a young lady,  
Matchmaking evening."
Pod_1369,"Vinnytsia_Winter_71_Oi rasna, krasna","Oh red, beautiful  
The viburnum in the meadow,  
Matchmaking evening!  
And the best one  
Is Halya at her father's.  
Matchmaking evening!  
She walks around the yard,  
Like the rising sun.  
Matchmaking evening!  
She entered the little hallway,  
Like the dawn has come.  
Matchmaking evening!  
She entered the room,  
The masters are sitting,  
Matchmaking evening!  
They are reading books,  
They ask her:  
Matchmaking evening!  
Are you a princess,  
Or a queen?  
Matchmaking evening!  
I am neither a princess,  
Nor a queen,  
Matchmaking evening!  
A daughter of a father,  
Like a young lady.  
Matchmaking evening!  
Along with these words  
Be healthy,  
Matchmaking evening!  
Be healthy,  
Sinful lady,  
Matchmaking evening!  
Be healthy  
On Matchmaking Christmas.  
Matchmaking evening!"
Pod_1370,"Vinnytsia_Winter_72v_Oi krasna, krasna","Oh, red, red  
The guelder rose in the meadow.  
Oh, God grant!  
Even redder  
Is the father's daughter.  
Oh, God grant!  
The father's daughter,  
Like a young lady.  
Oh, God grant!  
A gracious girl,  
Maiden Varvara.  
Oh, God grant!  
She walks through the yard,  
Like the rising moon.  
Oh, God grant!  
She enters the hayloft,  
Like the star that has risen.  
Oh, God grant!  
She enters the room,  
Where the gentlemen sit.  
Oh, God grant!  
There the gentlemen sit,  
Reading books,  
Oh, God grant!  
They lift their hats,  
And ask her:  
Oh, God grant!  
Are you a princess,  
Or a queen?  
Oh, God grant!  
I am the father's daughter,  
Maiden Varvara.  
Oh, God grant!  
From this word,  
Be healthy.  
Oh, God grant!  
Be healthy,  
Gracious girl,  
Oh, God grant!  
Gracious girl,  
Maiden Varvara.  
Oh, God grant!  
From this word,  
Be healthy,  
Oh, God grant!  
Having awaited these holidays,  
Celebrate in health!  
Oh, God grant!  
Good evening!"
Pod_1371,"Vinnytsia_Winter_72_Oi krasna, krasna","1. Oh beautiful, beautiful  
In the meadow is a guelder-rose.  
Oh, God grant!  
2. And even more beautiful  
Is the father's daughter.  
3. The father's daughter,  
Like a young lady.  
4. A kind maiden,  
Maiden Varvara.  
5. Walking around the yard,  
Like the moon rising.  
6. Entered the hayloft,  
Like the star rose.  
7. Entered the living room, –  
There the lords are sitting.  
8. There the lords are sitting,  
Reading books,  
9. Lifting their hats,  
They ask her:  
10. – Are you a princess,  
Or a queen?  
11. – I am the father's daughter,  
Maiden Varvara.  
12. From these words,  
Be healthy.  
13. Be healthy,  
Kind maiden,  
14. Kind maiden,  
Maiden Varvara.  
15. From these words,  
Be healthy,  
16. Having awaited these holidays,  
Celebrate in good health!  
Good evening!"
Pod_1372,"Vinnytsia_Winter_73v_Oi riasna, riasna","Oh abundant, abundant  
In the meadow, viburnum.  
Generous evening,  
Good evening!  
And even better  
Is the father's child.  
Generous evening,  
Good evening!  
She went for water  
As the star rose,  
Generous evening,  
Good evening!  
She came back with water  
As the moon rose.  
Generous evening,  
Good evening!  
She entered the hallway,  
Where people are waiting,  
Generous evening,  
Good evening!  
There people are sitting,  
Sharing joy,  
Generous evening,  
Good evening!  
Sharing joy,  
Raising their hats,  
Generous evening,  
Good evening!  
Raising their hats,  
They ask her:  
Generous evening,  
Good evening!  
Are you a princess,  
Or a queen?  
Generous evening,  
Good evening!  
I am not a princess,  
Nor a queen,  
Generous evening,  
Good evening!  
Father’s daughter,  
A pretty girl.  
Generous evening,  
Good evening!"
Pod_1373,"Vinnytsia_Winter_73_Oi riasna, riasna","1. Oh, abundant, abundant  
The viburnum in the meadow.  
Generous evening,  
Good evening!*

2. And even better  
Is the father's child.  

3. She went for water,  
As the star rose,  

4. She came with water,  
As the moon rose.  

5. She entered the hallway,  
Where people wait,  

6. There people sit,  
Giving joy.  

7. Giving joy,  
Raising their hats,  

8. Raising their hats,  
They ask her:  

9. – Are you a princess,  
Or a queen?  

10. – I am not a princess,  
Nor a queen,  
A father's daughter,  
A beautiful girl."
Pod_1374,"Vinnytsia_Winter_74_Oi v horakh, v horakh","Oh, in the mountains, in the mountains  
The snow lies.  
Oh, God grant!  
And in the valleys  
The rivers ring.  
Oh, God grant!  
And in the gardens  
The poppy flourishes.  
Oh, God grant!  
Across that meadow  
A path goes.  
Oh, God grant!  
Along it walked  
A noble lady.  
Oh, God grant!  
The noble lady,  
Lady Oksana.  
Oh, God grant!  
She plucked a flower  
From the poppy bloom.  
Oh, God grant!  
She pressed it  
To her face:  
Oh, God grant!  
Oh, that I were  
Like this little flower.  
Oh, God grant!  
Oh, then I would go  
After a townsman.  
Oh, God grant!  
After a townsman,  
After his son.  
Oh, God grant!  
I would trade  
Honey and also wine.  
Oh, God grant!  
Honey and also wine,  
And also strong beer.  
Good evening!"
Pod_1375,Vinnytsia_Winter_75_Zazhurylysia,"The mountains and valleys have become sorrowful;  
Rejoice...  
Rejoice, earthly one,  
Blessed is the born God.  
What has grown are rye and wheat.  
Rejoice...  
Rejoice, earthly one,  
Blessed is the born God.  
Or what has grown is green wine.  
Rejoice...  
Rejoice, earthly one,  
Blessed is the born God.  
He was guarded by a sinful maiden,  
Rejoice...  
Rejoice, earthly one,  
Blessed is the born God.  
The sinful maiden, Natalia, lay softly.  
Rejoice...  
Rejoice, earthly one,  
Blessed is the born God.  
She guarded the wine,  
Sewed a kerchief.  
Rejoice...  
Rejoice, earthly one,  
Blessed is the born God.  
She sewed a kerchief,  
And fell deeply asleep.  
Rejoice...  
Rejoice, earthly one,  
Blessed is the born God.  
Oh, the heavenly birds flew,  
Rejoice...  
Rejoice, earthly one,  
Blessed is the born God.  
They began to peck at the wine.  
Rejoice...  
Rejoice, earthly one,  
Blessed is the born God.  
Do not peck at the wine,  
Because I need it.  
Rejoice...  
Rejoice, earthly one,  
Blessed is the born God.  
With this word,  
Be healthy.  
Rejoice...  
Rejoice, earthly one,  
Blessed is the born God.  
Good evening!"
Pod_1376,Vinnytsia_Winter_76_Zazhurylysia,"The mountains and valleys have grown sorrowful,  
Oh God, grant!  
What did not grow well—  
Rye and wheat.  
Oh God, grant!  
Only grew  
Green wine.  
Oh God, grant!  
The buckwheat maiden guarded it.  
Oh God, grant!  
The buckwheat maiden,  
Maiden Hannusia.  
Oh God, grant!  
She guarded it,  
Sewing with a needle.  
Oh God, grant!  
She waved the needle,  
Fell fast asleep.  
Oh God, grant!  
Somewhere appeared  
Heavenly birds.  
Oh God, grant!  
They sat down and fell,  
Pecked at the wine.  
Oh God, grant!  
Hannusia woke up,  
Waved the needle:  
Oh God, grant!  
Oh, alas, alas,  
Heavenly birds!  
Oh God, grant!  
Do not peck at the wine,  
For I need it.  
Oh God, grant!  
I have a little brother  
For a wedding.  
Oh God, grant!  
I have a little sister  
For giving away,  
Oh God, grant!  
Alone, young,  
Betrothed.  
Oh God, grant!  
Betrothed,  
Not yet wed in church.  
Oh God, grant!  
And from these words,  
Be healthy!  
Oh God, grant!  
Be healthy,  
Buckwheat maiden!  
Oh God, grant!  
Buckwheat maiden,  
Maiden Hannusia!  
Oh God, grant!  
Not by herself,  
But with father and mother!  
Oh God, grant!  
We congratulate you  
With a carol,  
Oh God, grant!  
With a carol,  
Wishing happiness and health!  
Oh God, grant!"
Pod_1377,"Vinnytsia_Winter_77_Hoi, dai, Bozhe","Hey, give, God!
In the forest, forest
On the yellow sand
Hey, give, God!
A tree is growing,
Tall, slender.
Hey, give, God!
Tall, slender,
At the top curly.
Hey, give, God!
On that curly top
Seven falcons sit.
Hey, give, God!
Seven falcons sit,
Seeing far.
Hey, give, God!
Seeing far:
To the blue sea.
Hey, give, God!
On the blue sea
A ship is sailing.
Hey, give, God!
On that ship
A golden chair,
Hey, give, God!
On that chair
Sits a sinful lady.
Hey, give, God!
Sinful lady
Is Mary.
Hey, give, God!
Mary is sitting,
Embroidering a collar
Hey, give, God!
For her dear one
With black eyebrows."
Pod_1378,Vinnytsia_Winter_78_Roste sosonka,"A pine tree is growing,  
Thin, tall, green...  
Green twig  
Planted  
Early on Sunday.  
Green twig  
Planted  
Early on Sunday.  

On that pine tree  
A falcon sits alone. Green...  
Green twig  
Planted  
Early on Sunday.  
Green twig  
Planted  
Early on Sunday.  

Oh, it sits, it sits,  
Seeing far away. Green...  
Green twig  
Planted  
Early on Sunday.  
Green twig  
Planted  
Early on Sunday.  

Oh, it sees, it sees,  
Beyond the blue sea. Green...  
Green twig  
Planted  
Early on Sunday.  
Green twig  
Planted  
Early on Sunday.  

On the blue sea  
A ship is sailing. Green...  
Green twig  
Planted  
Early on Sunday.  
Green twig  
Planted  
Early on Sunday.  

On that ship  
A sinful young lady. Green...  
Green twig  
Planted  
Early on Sunday.  
Green twig  
Planted  
Early on Sunday.  

What is she doing?  
Sewing handkerchiefs. Green...  
Green twig  
Planted  
Early on Sunday.  
Green twig  
Planted  
Early on Sunday.  

She sewed the first one,  
Struck her mother. Green...  
Green twig  
Planted  
Early on Sunday.  
Green twig  
Planted  
Early on Sunday.  

She sewed the second,  
Struck her father. Green...  
Green twig  
Planted  
Early on Sunday.  
Green twig  
Planted  
Early on Sunday.  

She sewed the third,  
Struck her brother. Green...  
Green twig  
Planted  
Early on Sunday.  
Green twig  
Planted  
Early on Sunday.  

She sewed the fourth,  
Struck her sister. Green...  
Green twig  
Planted  
Early on Sunday.  
Green twig  
Planted  
Early on Sunday.  

She sewed the last one,  
Struck her beloved. Green...  
Green twig  
Planted  
Early on Sunday.  
Green twig  
Planted  
Early on Sunday.  

She stood up to her beloved,  
Tied his hands. Green...  
Green twig  
Planted  
Early on Sunday.  
Green twig  
Planted  
Early on Sunday.  

Tied his hands,  
Stood on a towel. Green...  
Green twig  
Planted  
Early on Sunday.  
Green twig  
Planted  
Early on Sunday.  

Good evening!"
